melody_id,pitch_features.pitch_range,pitch_features.pitch_standard_deviation,pitch_features.pitch_entropy,pitch_features.pcdist1,pitch_features.basic_pitch_histogram,pitch_features.mean_pitch,pitch_features.most_common_pitch,pitch_features.number_of_pitches,pitch_features.melodic_pitch_variety,pitch_features.dominant_spread,pitch_features.folded_fifths_pitch_class_histogram,pitch_features.pitch_class_kurtosis_after_folding,pitch_features.pitch_class_skewness_after_folding,pitch_features.pitch_class_variability_after_folding,interval_features.pitch_interval,interval_features.absolute_interval_range,interval_features.mean_absolute_interval,interval_features.modal_interval,interval_features.interval_entropy,interval_features.ivdist1,interval_features.interval_direction_mean,interval_features.interval_direction_sd,interval_features.average_interval_span_by_melodic_arcs,interval_features.distance_between_most_prevalent_melodic_intervals,interval_features.melodic_interval_histogram,interval_features.melodic_large_intervals,interval_features.variable_melodic_intervals,interval_features.number_of_common_melodic_intervals,interval_features.prevalence_of_most_common_melodic_interval,contour_features.step_contour_global_variation,contour_features.step_contour_global_direction,contour_features.step_contour_local_variation,contour_features.interpolation_contour_global_direction,contour_features.interpolation_contour_mean_gradient,contour_features.interpolation_contour_gradient_std,contour_features.interpolation_contour_direction_changes,contour_features.interpolation_contour_class_label,duration_features.tempo,duration_features.duration_range,duration_features.modal_duration,duration_features.mean_duration,duration_features.duration_standard_deviation,duration_features.number_of_durations,duration_features.global_duration,duration_features.note_density,duration_features.duration_entropy,duration_features.length,duration_features.ioi_mean,duration_features.ioi_std,duration_features.ioi_ratio_mean,duration_features.ioi_ratio_std,duration_features.ioi_contour_mean,duration_features.ioi_contour_std,duration_features.ioi_range,duration_features.ioi_histogram,duration_features.duration_histogram,tonality_features.tonalness,tonality_features.tonal_clarity,tonality_features.tonal_spike,tonality_features.tonal_entropy,tonality_features.referent,tonality_features.inscale,tonality_features.temperley_likelihood,tonality_features.longest_monotonic_conjunct_scalar_passage,tonality_features.longest_conjunct_scalar_passage,tonality_features.proportion_conjunct_scalar,tonality_features.proportion_scalar,tonality_features.tonalness_histogram,narmour_features.registral_direction,narmour_features.proximity,narmour_features.closure,narmour_features.registral_return,narmour_features.intervallic_difference,melodic_movement_features.amount_of_arpeggiation,melodic_movement_features.chromatic_motion,melodic_movement_features.melodic_embellishment,melodic_movement_features.repeated_notes,melodic_movement_features.stepwise_motion,mtype_features.yules_k,mtype_features.simpsons_d,mtype_features.sichels_s,mtype_features.honores_h,mtype_features.mean_entropy,mtype_features.mean_productivity,corpus_features.tfdf_spearman,corpus_features.tfdf_kendall,corpus_features.mean_log_tfdf,corpus_features.norm_log_dist,corpus_features.max_log_df,corpus_features.min_log_df,corpus_features.mean_log_df,corpus_features.mean_df_entropy,corpus_features.mean_df_productivity,corpus_features.mean_df_yules_k,corpus_features.mean_df_simpsons_d,corpus_features.mean_df_sichels_s,corpus_features.mean_df_honores_h
327,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,2.0818480628402154e-06,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
328,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,3.25444292983856e-08,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
329,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,7.134731910245596e-08,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
330,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,2.7056320668884636e-07,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
331,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,7.134731910245596e-08,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
332,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,2.7056320668884636e-07,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
333,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,7.586922487559449e-07,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
334,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,1.139476314702557e-06,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
335,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,2.7056320668884636e-07,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
336,4,1.3997084244475304,1.4488156357251847,"{2.0: 0.6071428571428571, 4.0: 0.3214285714285714, 6.0: 0.07142857142857142}","{'74.00-75.33': 3, '75.33-76.67': 3, '76.67-78.00': 1}",75.42857142857143,74,3,3.0,0,"{2: 3.0, 4: 3.0, 6: 1.0}",-1.5,0.0,1.632993161855452,"[2, -2, 2, 0, 2, -4]",4,2.0,2,1.792481250360578,"{-4.0: 0.1111111111111111, -2.0: 0.2777777777777778, 0.0: 0.1111111111111111, 2.0: 0.5}",0.16666666666666666,0.8975274678557508,2.6666666666666665,4.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 1, '-1.00-0.00': 0, '0.00-1.00': 1, '1.00-2.00': 3}",0.0,0.0,4,0.5,1.2747548783981961,-0.10616393220651603,0.19047619047619047,1,5.7333333333333325,6.8589805390515375,1.0,dbda,100,0.75,0.25,0.42857142857142855,0.25753937681885636,3,3.0,2.3333333333333335,1.3787834934861753,7,0.3333333333333333,0.11785113019775793,0.9,0.20000000000000004,-0.2,0.4000000000000001,0.25,"{'0.25-0.38': 4, '0.38-0.50': 2}","{'0.25-0.50': 4, '0.50-0.75': 2, '0.75-1.00': 1}",0.5616983319852716,1.3219206542238462,0.09514788393184304,4.584962500721156,2,1,7.586922487559449e-07,3,5,0.7142857142857143,0.42857142857142855,"{'0.06-0.10': 0, '0.10-0.15': 0, '0.15-0.19': 0, '0.19-0.23': 0, '0.23-0.27': 0, '0.27-0.31': 0, '0.31-0.35': 0, '0.35-0.40': 0, '0.40-0.44': 0, '0.44-0.48': 0, '0.48-0.52': 0, '0.52-0.56': 0, '0.56-0.60': 1, '0.60-0.65': 0, '0.65-0.69': 0, '0.69-0.73': 0, '0.73-0.77': 0, '0.77-0.81': 0, '0.81-0.85': 0, '0.85-0.90': 0, '0.90-0.94': 0, '0.94-0.98': 0, '0.98-1.02': 0, '1.02-1.06': 0}",0.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,41.666666666666664,0.05,0.0,716.703787691222,0.9233566009043177,0.875,0.423207369515159,0.3627381250550058,0.9816128684906918,0.19466378284354113,7.249925536717988,1.9459101490553132,3.949073849603688,1.782823315032352,0.0,307.51262906648265,0.3129974516299352,0.0,0.0
