melody_id,pitch_features.pitch_range,pitch_features.pitch_standard_deviation,pitch_features.pitch_entropy,pitch_features.mean_pitch,pitch_features.most_common_pitch,pitch_features.number_of_pitches,pitch_features.melodic_pitch_variety,pitch_features.dominant_spread,pitch_features.folded_fifths_pitch_class_histogram,pitch_features.pitch_class_kurtosis_after_folding,pitch_features.pitch_class_skewness_after_folding,pitch_features.pitch_class_variability_after_folding,interval_features.pitch_interval,interval_features.absolute_interval_range,interval_features.mean_absolute_interval,interval_features.modal_interval,interval_features.interval_entropy,interval_features.ivdist1,interval_features.interval_direction,interval_features.average_interval_span_by_melodic_arcs,interval_features.distance_between_most_prevalent_melodic_intervals,interval_features.melodic_interval_histogram,interval_features.melodic_large_intervals,interval_features.variable_melodic_intervals,interval_features.number_of_common_melodic_intervals,interval_features.prevalence_of_most_common_melodic_interval,contour_features.step_contour_global_variation,contour_features.step_contour_global_direction,contour_features.step_contour_local_variation,contour_features.interpolation_contour_global_direction,contour_features.interpolation_contour_mean_gradient,contour_features.interpolation_contour_gradient_std,contour_features.interpolation_contour_direction_changes,contour_features.interpolation_contour_class_label,duration_features.duration_range,duration_features.modal_duration,duration_features.duration_entropy,duration_features.length,duration_features.global_duration,duration_features.note_density,duration_features.ioi,duration_features.ioi_ratio,duration_features.ioi_contour,tonality_features.tonalness,tonality_features.tonal_clarity,tonality_features.tonal_spike,tonality_features.referent,tonality_features.inscale,narmour_features.registral_direction,narmour_features.proximity,narmour_features.closure,narmour_features.registral_return,narmour_features.intervallic_difference,melodic_movement_features.amount_of_arpeggiation,melodic_movement_features.chromatic_motion,melodic_movement_features.melodic_embellishment,melodic_movement_features.repeated_notes,melodic_movement_features.stepwise_motion,mtype_features.yules_k,mtype_features.simpsons_d,mtype_features.sichels_s,mtype_features.honores_h,mtype_features.mean_entropy,mtype_features.mean_productivity,corpus_features.tfdf_spearman,corpus_features.tfdf_kendall,corpus_features.mean_log_tfdf,corpus_features.norm_log_dist,corpus_features.max_log_df,corpus_features.min_log_df,corpus_features.mean_log_df,corpus_features.mean_df_entropy,corpus_features.mean_df_productivity,corpus_features.mean_df_yules_k,corpus_features.mean_df_simpsons_d,corpus_features.mean_df_sichels_s,corpus_features.mean_df_honores_h
272,10.0,2.8666508463414115,3.1416192081839784,71.85714285714286,75.0,10,6.176470588235294,1,"{7: 1.0, 2: 3.0, 9: 2.0, 4: 1.0, 11: 3.0, 6: 1.0, 1: 3.0, 8: 1.0, 3: 4.0, 10: 2.0}",-1.4128295946477774,-0.10453810446837582,3.3000000000000003,"[3, 2, -2, 4, 0, 1, -7, 3, 5, -5, 4, 0, 1, -7, 3, 2, -2, 4, 0, 1]",7.0,2.8,0.0,3.0709505944546684,"{-7.0: 0.3571428571428571, -5.0: 0.023809523809523808, -2.0: 0.047619047619047616, 0.0: 0.17857142857142855, 1.0: 0.17857142857142855, 2.0: 0.047619047619047616, 3.0: 0.07142857142857142, 4.0: 0.07142857142857142, 5.0: 0.023809523809523808}","['up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up']",5.1,1,"{'-7.00--6.00': 2, '-6.00--5.00': 0, '-5.00--4.00': 1, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 3, '1.00-2.00': 3, '2.00-3.00': 2, '3.00-4.00': 3, '4.00-5.00': 4}",0.0,0.0,7,0.15,2.6646924658391633,0.5821513827132402,0.8888888888888888,1,5.525773195876289,5.4177899971859595,0.6,eddd,1.25,0.25,1.3787834934861753,21,3.5,6.0,"[0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5]","[1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0]","[0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0]",0.4486070912033527,1.2432103769760843,0.09324868997422514,3,0,0.0,5.0,0.0,0.0,1.0,0.55,0.15,0.0,0.15,0.35,44.895048445391595,0.04742002063983489,0.43828671328671326,597.3819989078428,0.8149563415304293,0.3058178534571724,0.6535945561511419,0.5496789415928625,0.9709407719442874,0.10079320067409903,8.499232866039245,0.6931471805599453,3.8456191280454077,2.9482172896235337,0.5917832167832168,59.19723730038415,0.06445221445221445,0.19394841269841268,840.6272234100787
273,10.0,2.916059217599021,3.3320953986601696,71.85714285714286,71.0,11,4.846153846153846,1,"{0: 1.0, 7: 1.0, 2: 3.0, 9: 2.0, 4: 2.0, 11: 3.0, 6: 1.0, 1: 2.0, 8: 1.0, 3: 3.0, 10: 2.0}",-1.4303704004219249,-0.043834919358569445,3.6021114102107186,"[3, 2, -2, 4, 0, 1, -7, 3, 2, -2, 4, 0, 1, -7, 3, 5, -5, 4, 0, 1]",7.0,2.8,0.0,3.0709505944546684,"{-7.0: 0.3571428571428571, -5.0: 0.023809523809523808, -2.0: 0.047619047619047616, 0.0: 0.17857142857142855, 1.0: 0.17857142857142855, 2.0: 0.047619047619047616, 3.0: 0.07142857142857142, 4.0: 0.07142857142857142, 5.0: 0.023809523809523808}","['up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up']",5.1,1,"{'-7.00--6.00': 2, '-6.00--5.00': 0, '-5.00--4.00': 1, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 3, '1.00-2.00': 3, '2.00-3.00': 2, '3.00-4.00': 3, '4.00-5.00': 4}",0.0,0.0,7,0.15,2.705201514559498,0.6076711513035759,0.8888888888888888,1,5.525773195876289,5.41778999718596,0.6,eddd,1.25,0.25,1.3787834934861753,21,3.5,6.0,"[0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5]","[1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0]","[0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0]",0.488520406256393,1.3694097594067292,0.09751897088466786,11,0,0.0,5.0,0.0,0.0,1.0,0.55,0.15,0.0,0.15,0.35,46.625152251619966,0.049258255933952534,0.465530303030303,537.1762153466482,0.8077607373504815,0.27640608875129,0.6195801804045238,0.5210547106486743,0.97000426341753,0.1030638377553078,8.499232866039245,0.0,3.8694642481744217,2.938578754499319,0.6174242424242424,60.34779614325069,0.06590909090909092,0.15823412698412698,884.2756947638891
274,10.0,2.775826979388509,3.332095398660169,71.76190476190476,73.0,11,4.6923076923076925,0,"{0: 2.0, 7: 1.0, 2: 3.0, 9: 2.0, 4: 1.0, 11: 2.0, 6: 1.0, 1: 3.0, 8: 1.0, 3: 3.0, 10: 2.0}",-1.4303704004219249,-0.043834919358569445,3.6021114102107186,"[3, 3, -3, 4, 0, 1, -7, 3, 2, -2, 4, 0, 1, -7, 3, 2, -2, 4, 0, 1]",7.0,2.6,3.0,2.908694969562842,"{-7.0: 0.3571428571428571, -3.0: 0.023809523809523808, -2.0: 0.047619047619047616, 0.0: 0.17857142857142855, 1.0: 0.17857142857142855, 2.0: 0.047619047619047616, 3.0: 0.09523809523809523, 4.0: 0.07142857142857142}","['up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up']",4.7,1,"{'-7.00--6.00': 2, '-6.00--5.00': 0, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 1, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 3, '1.00-2.00': 3, '2.00-3.00': 2, '3.00-4.00': 7}",0.0,0.0,7,0.2,2.6487025125521364,0.5831110691555669,0.8253968253968254,1,5.154639175257732,4.303583777891785,0.6,eddd,1.25,0.25,1.3787834934861753,21,3.5,6.0,"[0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5]","[1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0]","[0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0]",0.21371547936506208,1.0538979788257938,0.06746023992517211,3,0,0.0,5.0,0.0,0.0,1.0,0.65,0.15,0.0,0.15,0.35,53.648465934391545,0.05667784657722738,0.5429292929292929,455.37171363712866,0.7845180716252157,0.20671654626762986,0.40612060454000776,0.342647907828561,0.9749592264146266,0.11411059205896515,8.499232866039245,1.3862943611198906,4.408349807086861,2.841600418884006,0.6363636363636365,66.11570247933884,0.07272727272727272,0.14404761904761904,1238.9125576124918
275,10.0,2.7929291997362244,3.1416192081839784,71.76190476190476,73.0,10,5.764705882352941,0,"{7: 1.0, 2: 3.0, 9: 2.0, 4: 1.0, 11: 3.0, 6: 1.0, 1: 4.0, 8: 1.0, 3: 3.0, 10: 2.0}",-1.4128295946477774,-0.10453810446837582,3.3000000000000003,"[3, 2, -2, 4, 0, 1, -7, 3, 3, -3, 4, 0, 1, -7, 3, 2, -2, 4, 0, 1]",7.0,2.6,3.0,2.908694969562842,"{-7.0: 0.3571428571428571, -3.0: 0.023809523809523808, -2.0: 0.047619047619047616, 0.0: 0.17857142857142855, 1.0: 0.17857142857142855, 2.0: 0.047619047619047616, 3.0: 0.09523809523809523, 4.0: 0.07142857142857142}","['up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up']",4.7,1,"{'-7.00--6.00': 2, '-6.00--5.00': 0, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 1, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 3, '1.00-2.00': 3, '2.00-3.00': 2, '3.00-4.00': 7}",0.0,0.0,7,0.2,2.6545950726994127,0.5885079140836815,0.8253968253968254,1,5.154639175257732,4.303583777891785,0.6,eddd,1.25,0.25,1.3787834934861753,21,3.5,6.0,"[0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5]","[1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0]","[0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0]",0.4146726780441816,1.2684563758389258,0.07542376358970602,11,0,0.0,5.0,0.0,0.0,1.0,0.65,0.15,0.0,0.15,0.35,48.645048445391595,0.05136738906088751,0.4493978243978244,586.6829550737214,0.8055707373897816,0.2933178534571723,0.5085084618096585,0.42675270715644226,0.9692413534017561,0.10646216835191426,8.499232866039245,1.3862943611198906,4.206879444022396,2.9026924559059806,0.618006993006993,60.98216565873909,0.06631701631701631,0.13958333333333334,1258.8667787776005
276,10.0,2.809927331796558,3.27280432733462,71.76190476190476,74.0,11,5.2,0,"{0: 1.0, 7: 1.0, 2: 4.0, 9: 2.0, 4: 1.0, 11: 3.0, 6: 1.0, 1: 2.0, 8: 1.0, 3: 3.0, 10: 2.0}",-1.4303704004219249,-0.043834919358569445,3.6021114102107186,"[3, 2, -2, 4, 0, 1, -7, 3, 2, -2, 4, 0, 1, -7, 3, 3, -3, 4, 0, 1]",7.0,2.6,3.0,2.908694969562842,"{-7.0: 0.3571428571428571, -3.0: 0.023809523809523808, -2.0: 0.047619047619047616, 0.0: 0.17857142857142855, 1.0: 0.17857142857142855, 2.0: 0.047619047619047616, 3.0: 0.09523809523809523, 4.0: 0.07142857142857142}","['up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up', 'down', 'up', 'up', 'down', 'up', 'same', 'up']",4.7,1,"{'-7.00--6.00': 2, '-6.00--5.00': 0, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 1, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 3, '1.00-2.00': 3, '2.00-3.00': 2, '3.00-4.00': 7}",0.0,0.0,7,0.2,2.6626302051496,0.5983268139697288,0.8253968253968254,1,5.154639175257732,4.303583777891785,0.6,eddd,1.25,0.25,1.3787834934861753,21,3.5,6.0,"[0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, -2.0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5]","[1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0, -4.0, -0.125, 1.0, 1.0, 1.0, 2.0, 1.0]","[0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 1, 0]",0.5368133517573074,1.1640184327100602,0.11976199710624762,11,0,0.0,5.0,0.0,0.0,1.0,0.65,0.15,0.0,0.15,0.35,50.375152251619966,0.05320562435500516,0.47664141414141414,526.4771715125269,0.7983751332098338,0.26390608875128996,0.45528726705944417,0.3812600383522233,0.9682916521879401,0.10891674965234403,8.499232866039245,0.6931471805599453,4.239476960426547,2.904365859925935,0.6212121212121212,59.68778696051423,0.06515151515151515,0.18125,1254.8646433939236
277,14.0,5.3798987590470855,3.2961483747476237,69.23809523809524,64.0,11,2.7142857142857144,0,"{7: 1.0, 2: 5.0, 4: 6.0, 11: 1.0, 6: 1.0, 8: 1.0, 3: 5.0, 5: 1.0}",0.0941176470588232,0.6052891240323841,2.7271780286589284,"[0, 9, -7, 10, 0, 0, -11, 0, 4, -2, 10, 0, 0, -11, 0, 4, -2, 10, 0, 0]",11.0,4.0,0.0,2.3577174691301486,"{-11.0: 0.136986301369863, -7.0: 0.0273972602739726, -2.0: 0.0547945205479452, 0.0: 0.4931506849315068, 4.0: 0.136986301369863, 9.0: 0.0684931506849315, 10.0: 0.0821917808219178}","['same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same']",7.0,10,"{'-11.00--10.00': 2, '-10.00--9.00': 0, '-9.00--8.00': 0, '-8.00--7.00': 0, '-7.00--6.00': 1, '-6.00--5.00': 0, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 9, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 2, '5.00-6.00': 0, '6.00-7.00': 0, '7.00-8.00': 0, '8.00-9.00': 0, '9.00-10.00': 4}",0.0,0.0,5,0.45,5.635038785081696,0.3822350136209808,1.2698412698412698,1,7.980000000000002,6.788155658134045,0.6,edde,0.25,0.5,0.9852281360342515,21,3.0,7.0,"[0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5]","[1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0]","[0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1]",0.39253955058444173,1.5011569806049525,0.10222340179052036,4,0,0.0,6.0,0.0,0.0,1.0,0.85,0.0,0.0,0.45,0.1,49.898465934391545,0.05273047815617475,0.5318181818181817,466.0707574712501,0.7939036757658634,0.21921654626762987,0.7065963611057547,0.6208833893784782,0.9741336952785242,0.09329676938939167,7.860185057472165,0.6931471805599453,3.330179712638737,2.720065964775862,0.5454545454545455,82.64462809917356,0.09090909090909091,0.07142857142857142,706.0469414350758
278,14.0,5.42397466197869,3.200910279509528,69.23809523809524,64.0,10,3.533333333333333,0,"{0: 1.0, 2: 5.0, 4: 6.0, 6: 2.0, 8: 1.0, 3: 5.0, 5: 1.0}",-0.20000000000000018,0.0,2.449489742783178,"[0, 4, -2, 10, 0, 0, -11, 0, 9, -7, 10, 0, 0, -11, 0, 4, -2, 10, 0, 0]",11.0,4.0,0.0,2.3577174691301486,"{-11.0: 0.136986301369863, -7.0: 0.0273972602739726, -2.0: 0.0547945205479452, 0.0: 0.4931506849315068, 4.0: 0.136986301369863, 9.0: 0.0684931506849315, 10.0: 0.0821917808219178}","['same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same']",7.0,10,"{'-11.00--10.00': 2, '-10.00--9.00': 0, '-9.00--8.00': 0, '-8.00--7.00': 0, '-7.00--6.00': 1, '-6.00--5.00': 0, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 9, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 2, '5.00-6.00': 0, '6.00-7.00': 0, '7.00-8.00': 0, '8.00-9.00': 0, '9.00-10.00': 4}",0.0,0.0,5,0.45,5.662699189377359,0.41322908218117155,1.2698412698412698,1,7.980000000000002,6.788155658134045,0.6,ddde,0.25,0.5,0.9852281360342515,21,3.0,7.0,"[0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5]","[1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0]","[0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1]",0.2978506659279944,1.4422212547994027,0.09902543613829488,4,0,0.0,6.0,0.0,0.0,1.0,0.85,0.0,0.0,0.45,0.1,44.895048445391595,0.04742002063983489,0.43828671328671326,597.3819989078428,0.8149563415304293,0.3058178534571724,0.762054550909128,0.6635058809812449,0.9661793665563474,0.08719211822660099,7.860185057472165,0.6931471805599453,3.1581993301118594,2.7750290445688233,0.525495337995338,79.71202748300651,0.087004662004662,0.07142857142857142,719.2822701536664
279,14.0,5.467695274059932,3.200910279509528,69.23809523809524,64.0,10,3.533333333333333,0,"{7: 1.0, 2: 5.0, 4: 6.0, 6: 2.0, 1: 1.0, 3: 5.0, 5: 1.0}",-1.2000000000000002,0.0,2.0,"[0, 4, -2, 10, 0, 0, -11, 0, 4, -2, 10, 0, 0, -11, 0, 9, -7, 10, 0, 0]",11.0,4.0,0.0,2.3577174691301486,"{-11.0: 0.136986301369863, -7.0: 0.0273972602739726, -2.0: 0.0547945205479452, 0.0: 0.4931506849315068, 4.0: 0.136986301369863, 9.0: 0.0684931506849315, 10.0: 0.0821917808219178}","['same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same']",7.0,10,"{'-11.00--10.00': 2, '-10.00--9.00': 0, '-9.00--8.00': 0, '-8.00--7.00': 0, '-7.00--6.00': 1, '-6.00--5.00': 0, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 9, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 2, '5.00-6.00': 0, '6.00-7.00': 0, '7.00-8.00': 0, '8.00-9.00': 0, '9.00-10.00': 4}",0.0,0.0,5,0.45,5.690225136967341,0.44244585725735175,1.2698412698412698,1,7.980000000000002,6.788155658134045,0.6,ddde,0.25,0.5,0.9852281360342515,21,3.0,7.0,"[0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5]","[1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0]","[0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1]",0.3475063293945915,1.3097007570088393,0.10000131490372605,4,0,0.0,6.0,0.0,0.0,1.0,0.85,0.0,0.0,0.45,0.1,46.625152251619966,0.049258255933952534,0.465530303030303,537.1762153466482,0.8077607373504815,0.27640608875129,0.7400967111378451,0.6456498670677834,0.9656246360967569,0.08916050903119867,7.860185057472165,0.0,3.1667684547312387,2.781902949386592,0.5303030303030303,76.8767217630854,0.08409090909090908,0.10714285714285714,714.6131122060434
280,14.0,5.384954264086543,3.200910279509528,69.04761904761905,64.0,10,3.0,0,"{7: 2.0, 2: 5.0, 4: 6.0, 6: 1.0, 8: 1.0, 3: 5.0, 5: 1.0}",-1.2000000000000002,0.0,2.0,"[0, 5, -3, 10, 0, 0, -11, 0, 4, -2, 10, 0, 0, -11, 0, 4, -2, 10, 0, 0]",11.0,3.6,0.0,2.3577174691301486,"{-11.0: 0.136986301369863, -3.0: 0.0273972602739726, -2.0: 0.0547945205479452, 0.0: 0.4931506849315068, 4.0: 0.136986301369863, 5.0: 0.0684931506849315, 10.0: 0.0821917808219178}","['same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same']",6.2,10,"{'-11.00--10.00': 2, '-10.00--9.00': 0, '-9.00--8.00': 0, '-8.00--7.00': 0, '-7.00--6.00': 0, '-6.00--5.00': 0, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 1, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 9, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 2, '5.00-6.00': 1, '6.00-7.00': 0, '7.00-8.00': 0, '8.00-9.00': 0, '9.00-10.00': 3}",0.0,0.0,5,0.45,5.636078500107588,0.40977819343539845,1.1428571428571428,1,7.2600000000000025,5.337788543206497,0.6,ddde,0.25,0.5,0.9852281360342515,21,3.0,7.0,"[0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5]","[1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0]","[0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1]",0.40649325847907264,1.6556017460492918,0.10940547502095982,4,0,0.0,6.0,0.0,0.0,1.0,0.85,0.0,0.0,0.45,0.1,49.898465934391545,0.05273047815617475,0.5318181818181817,466.0707574712501,0.7939036757658634,0.21921654626762987,0.6154919010556786,0.5421062781337604,0.9748145413063372,0.09482329018215142,7.860185057472165,0.6931471805599453,3.506683346927512,2.782677044370486,0.5681818181818182,74.3801652892562,0.08181818181818182,0.10267857142857142,746.0118626483819
281,14.0,5.3937899960549025,3.105672184271433,69.04761904761905,64.0,9,3.75,0,"{2: 5.0, 4: 6.0, 6: 2.0, 8: 2.0, 3: 5.0, 5: 1.0}",-0.2999999999999994,0.46291004988627504,1.9720265943665387,"[0, 4, -2, 10, 0, 0, -11, 0, 5, -3, 10, 0, 0, -11, 0, 4, -2, 10, 0, 0]",11.0,3.6,0.0,2.3577174691301486,"{-11.0: 0.136986301369863, -3.0: 0.0273972602739726, -2.0: 0.0547945205479452, 0.0: 0.4931506849315068, 4.0: 0.136986301369863, 5.0: 0.0684931506849315, 10.0: 0.0821917808219178}","['same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same', 'down', 'same', 'up', 'down', 'up', 'same', 'same']",6.2,10,"{'-11.00--10.00': 2, '-10.00--9.00': 0, '-9.00--8.00': 0, '-8.00--7.00': 0, '-7.00--6.00': 0, '-6.00--5.00': 0, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 1, '-2.00--1.00': 2, '-1.00-0.00': 0, '0.00-1.00': 9, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 2, '5.00-6.00': 1, '6.00-7.00': 0, '7.00-8.00': 0, '8.00-9.00': 0, '9.00-10.00': 3}",0.0,0.0,5,0.45,5.641620410784033,0.4159724453869884,1.1428571428571428,1,7.2600000000000025,5.337788543206497,0.6,ddde,0.25,0.5,0.9852281360342515,21,3.0,7.0,"[0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5, -2.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5]","[1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0, -5.0, -0.2, 1.0, 0.5, 2.0, 0.5, 2.0]","[0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, -1, 1, -1, 1]",0.262534408033071,1.060748082947085,0.07682362353907234,4,0,0.0,6.0,0.0,0.0,1.0,0.85,0.0,0.0,0.45,0.1,44.895048445391595,0.04742002063983489,0.43828671328671326,597.3819989078428,0.8149563415304293,0.3058178534571724,0.6928181715330245,0.6029490040833895,0.9668602125841605,0.0886190833154851,7.860185057472165,0.6931471805599453,3.3231918578165835,2.837640124163447,0.5482226107226107,71.44756467308915,0.07791375291375291,0.10267857142857142,759.2471913669725
