melody_id,pitch_features.pitch_range,pitch_features.pitch_standard_deviation,pitch_features.pitch_entropy,pitch_features.pcdist1,pitch_features.basic_pitch_histogram,pitch_features.mean_pitch,pitch_features.most_common_pitch,pitch_features.number_of_pitches,pitch_features.melodic_pitch_variety,pitch_features.dominant_spread,pitch_features.folded_fifths_pitch_class_histogram,pitch_features.pitch_class_kurtosis_after_folding,pitch_features.pitch_class_skewness_after_folding,pitch_features.pitch_class_variability_after_folding,interval_features.pitch_interval,interval_features.absolute_interval_range,interval_features.mean_absolute_interval,interval_features.modal_interval,interval_features.interval_entropy,interval_features.ivdist1,interval_features.interval_direction_mean,interval_features.interval_direction_sd,interval_features.average_interval_span_by_melodic_arcs,interval_features.distance_between_most_prevalent_melodic_intervals,interval_features.melodic_interval_histogram,interval_features.melodic_large_intervals,interval_features.variable_melodic_intervals,interval_features.number_of_common_melodic_intervals,interval_features.prevalence_of_most_common_melodic_interval,contour_features.step_contour_global_variation,contour_features.step_contour_global_direction,contour_features.step_contour_local_variation,contour_features.interpolation_contour_global_direction,contour_features.interpolation_contour_mean_gradient,contour_features.interpolation_contour_gradient_std,contour_features.interpolation_contour_direction_changes,contour_features.interpolation_contour_class_label,duration_features.tempo,duration_features.duration_range,duration_features.modal_duration,duration_features.mean_duration,duration_features.duration_standard_deviation,duration_features.number_of_durations,duration_features.global_duration,duration_features.note_density,duration_features.duration_entropy,duration_features.length,duration_features.ioi_mean,duration_features.ioi_std,duration_features.ioi_ratio_mean,duration_features.ioi_ratio_std,duration_features.ioi_contour_mean,duration_features.ioi_contour_std,duration_features.ioi_range,duration_features.ioi_histogram,duration_features.duration_histogram,tonality_features.tonalness,tonality_features.tonal_clarity,tonality_features.tonal_spike,tonality_features.tonal_entropy,tonality_features.referent,tonality_features.inscale,tonality_features.temperley_likelihood,tonality_features.longest_monotonic_conjunct_scalar_passage,tonality_features.longest_conjunct_scalar_passage,tonality_features.proportion_conjunct_scalar,tonality_features.proportion_scalar,tonality_features.tonalness_histogram,narmour_features.registral_direction,narmour_features.proximity,narmour_features.closure,narmour_features.registral_return,narmour_features.intervallic_difference,melodic_movement_features.amount_of_arpeggiation,melodic_movement_features.chromatic_motion,melodic_movement_features.melodic_embellishment,melodic_movement_features.repeated_notes,melodic_movement_features.stepwise_motion,mtype_features.yules_k,mtype_features.simpsons_d,mtype_features.sichels_s,mtype_features.honores_h,mtype_features.mean_entropy,mtype_features.mean_productivity,corpus_features.tfdf_spearman,corpus_features.tfdf_kendall,corpus_features.mean_log_tfdf,corpus_features.norm_log_dist,corpus_features.max_log_df,corpus_features.min_log_df,corpus_features.mean_log_df,corpus_features.mean_df_entropy,corpus_features.mean_df_productivity,corpus_features.mean_df_yules_k,corpus_features.mean_df_simpsons_d,corpus_features.mean_df_sichels_s,corpus_features.mean_df_honores_h
1269,6,2.8284271247461903,0.9182958340544896,"{4.0: 0.9285714285714285, 10.0: 0.07142857142857142}","{'64.00-67.00': 2, '67.00-70.00': 1}",66.0,64,2,2.0,0,"{4: 2.0, 10: 1.0}",-2.0,0.0,3.0,"[6, -6]",0,6.0,-6,1.0,"{-6.0: 0.25, 6.0: 0.75}",0.0,1.0,6.0,12.0,"{'-6.00--5.00': 1, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 0, '5.00-6.00': 1}",0.0,0.0,2,0.5,1.7488835724541527,-0.22634382495132502,0.19047619047619047,1,22.4,28.62167011199731,1.0,eeea,100,0.875,0.125,0.5,0.3679900360969936,3,1.5,2.0,1.584962500721156,3,0.25,0.125,0.3333333333333333,0.0,-1.0,0.0,0.25,"{'0.12-0.25': 1, '0.25-0.38': 1}","{'0.12-0.42': 2, '0.42-0.71': 0, '0.71-1.00': 1}",0.5290660487916083,1.07151802456928,0.15349786607980465,4.584962500721156,4,0,6.100965999537102e-05,0,0,0.0,0.0,"{'0.03-0.07': 0, '0.07-0.11': 0, '0.11-0.15': 0, '0.15-0.20': 0, '0.20-0.24': 0, '0.24-0.28': 0, '0.28-0.32': 0, '0.32-0.36': 0, '0.36-0.40': 0, '0.40-0.45': 0, '0.45-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 1, '0.57-0.61': 0, '0.61-0.65': 0, '0.65-0.70': 0, '0.70-0.74': 0, '0.74-0.78': 0, '0.78-0.82': 0, '0.82-0.86': 0, '0.86-0.90': 0, '0.90-0.95': 0, '0.95-0.99': 0, '0.99-1.03': 0}",0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9999641437620946,0.6529341755927859,4.1588830833596715,3.4339872044851463,3.884437766130412,0.499097939521405,0.0,729.7916666666666,0.7485294117647059,0.0,0.0
1270,3,1.4142135623730951,0.9182958340544896,"{2.0: 0.9285714285714285, 5.0: 0.07142857142857142}","{'62.00-63.50': 2, '63.50-65.00': 1}",63.0,62,2,2.0,0,"{2: 2.0, 5: 1.0}",-2.0,0.0,1.5,"[3, -3]",0,3.0,-3,1.0,"{-3.0: 0.25, 3.0: 0.75}",0.0,1.0,3.0,6.0,"{'-3.00--2.00': 1, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 1}",0.0,0.0,2,0.5,0.8744417862270764,-0.22634382495132502,0.09523809523809523,1,11.2,14.310835055998655,1.0,eeea,100,0.875,0.125,0.5,0.3679900360969936,3,1.5,2.0,1.584962500721156,3,0.25,0.125,0.3333333333333333,0.0,-1.0,0.0,0.25,"{'0.12-0.25': 1, '0.25-0.38': 1}","{'0.12-0.42': 2, '0.42-0.71': 0, '0.71-1.00': 1}",0.8380780442909532,1.649749607952062,0.1648944789685526,4.584962500721156,2,1,0.018812096907539533,0,1,0.3333333333333333,0.0,"{'0.34-0.38': 0, '0.38-0.42': 0, '0.42-0.46': 0, '0.46-0.50': 0, '0.50-0.55': 0, '0.55-0.59': 0, '0.59-0.63': 0, '0.63-0.67': 0, '0.67-0.71': 0, '0.71-0.75': 0, '0.75-0.80': 0, '0.80-0.84': 0, '0.84-0.88': 1, '0.88-0.92': 0, '0.92-0.96': 0, '0.96-1.00': 0, '1.00-1.05': 0, '1.05-1.09': 0, '1.09-1.13': 0, '1.13-1.17': 0, '1.17-1.21': 0, '1.21-1.25': 0, '1.25-1.30': 0, '1.30-1.34': 0}",0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9997629980257732,0.6087155543348897,5.820082930352362,4.110873864173311,5.134409156065716,0.4891792559643592,0.0,748.2568551666164,0.757038772745579,0.0,0.0
1271,3,1.4142135623730951,0.9182958340544896,"{3.0: 0.9285714285714285, 6.0: 0.07142857142857142}","{'63.00-64.50': 2, '64.50-66.00': 1}",64.0,63,2,2.0,0,"{6: 1.0, 3: 2.0}",-2.0,0.0,1.5,"[3, -3]",0,3.0,-3,1.0,"{-3.0: 0.25, 3.0: 0.75}",0.0,1.0,3.0,6.0,"{'-3.00--2.00': 1, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 1}",0.0,0.0,2,0.5,0.8744417862270764,-0.22634382495132502,0.09523809523809523,1,11.2,14.310835055998655,1.0,eeea,100,0.875,0.125,0.5,0.3679900360969936,3,1.5,2.0,1.584962500721156,3,0.25,0.125,0.3333333333333333,0.0,-1.0,0.0,0.25,"{'0.12-0.25': 1, '0.25-0.38': 1}","{'0.12-0.42': 2, '0.42-0.71': 0, '0.71-1.00': 1}",0.8380780442909532,1.649749607952062,0.16489447896855258,4.584962500721156,3,1,0.0003748886347015539,0,1,0.3333333333333333,0.0,"{'0.34-0.38': 0, '0.38-0.42': 0, '0.42-0.46': 0, '0.46-0.50': 0, '0.50-0.55': 0, '0.55-0.59': 0, '0.59-0.63': 0, '0.63-0.67': 0, '0.67-0.71': 0, '0.71-0.75': 0, '0.75-0.80': 0, '0.80-0.84': 0, '0.84-0.88': 1, '0.88-0.92': 0, '0.92-0.96': 0, '0.96-1.00': 0, '1.00-1.05': 0, '1.05-1.09': 0, '1.09-1.13': 0, '1.13-1.17': 0, '1.17-1.21': 0, '1.21-1.25': 0, '1.25-1.30': 0, '1.30-1.34': 0}",0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9997629980257732,0.6087155543348897,5.820082930352362,4.110873864173311,5.134409156065716,0.4891792559643592,0.0,748.2568551666164,0.757038772745579,0.0,0.0
1272,3,1.4142135623730951,0.9182958340544896,"{4.0: 0.9285714285714285, 7.0: 0.07142857142857142}","{'64.00-65.50': 2, '65.50-67.00': 1}",65.0,64,2,2.0,0,"{7: 1.0, 4: 2.0}",-2.0,0.0,1.5,"[3, -3]",0,3.0,-3,1.0,"{-3.0: 0.25, 3.0: 0.75}",0.0,1.0,3.0,6.0,"{'-3.00--2.00': 1, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 1}",0.0,0.0,2,0.5,0.8744417862270764,-0.22634382495132502,0.09523809523809523,1,11.2,14.310835055998655,1.0,eeea,100,0.875,0.125,0.5,0.3679900360969936,3,1.5,2.0,1.584962500721156,3,0.25,0.125,0.3333333333333333,0.0,-1.0,0.0,0.25,"{'0.12-0.25': 1, '0.25-0.38': 1}","{'0.12-0.42': 2, '0.42-0.71': 0, '0.71-1.00': 1}",0.8380780442909532,1.649749607952062,0.1648944789685526,4.584962500721156,4,1,0.00047414893609529777,0,1,0.3333333333333333,0.0,"{'0.34-0.38': 0, '0.38-0.42': 0, '0.42-0.46': 0, '0.46-0.50': 0, '0.50-0.55': 0, '0.55-0.59': 0, '0.59-0.63': 0, '0.63-0.67': 0, '0.67-0.71': 0, '0.71-0.75': 0, '0.75-0.80': 0, '0.80-0.84': 0, '0.84-0.88': 1, '0.88-0.92': 0, '0.92-0.96': 0, '0.96-1.00': 0, '1.00-1.05': 0, '1.05-1.09': 0, '1.09-1.13': 0, '1.13-1.17': 0, '1.17-1.21': 0, '1.21-1.25': 0, '1.25-1.30': 0, '1.30-1.34': 0}",0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9997629980257732,0.6087155543348897,5.820082930352362,4.110873864173311,5.134409156065716,0.4891792559643592,0.0,748.2568551666164,0.757038772745579,0.0,0.0
1273,5,2.357022603955158,0.9182958340544896,"{2.0: 0.8571428571428571, 7.0: 0.14285714285714285}","{'74.00-76.50': 2, '76.50-79.00': 1}",75.66666666666667,74,2,2.0,1,"{7: 1.0, 2: 2.0}",-2.0,0.0,2.5,"[5, -5]",0,5.0,-5,1.0,"{-5.0: 0.5, 5.0: 0.5}",0.0,1.0,5.0,10.0,"{'-5.00--4.00': 1, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 1}",0.0,0.0,2,0.5,1.8863588230702557,-0.3822555290842971,0.15873015873015872,0,20.0,23.094010767585033,1.0,eeaa,100,0.75,0.25,0.5,0.3535533905932738,2,1.5,2.0,0.9182958340544896,3,0.25,0.0,1.0,0.0,0.0,0.0,0.0,{'-0.25-0.75': 2},"{'0.25-0.62': 2, '0.62-1.00': 1}",0.7031118731190731,1.0095503382411462,0.10613752242315204,4.584962500721156,2,1,0.0023890533662720512,0,1,0.3333333333333333,0.0,"{'0.20-0.24': 0, '0.24-0.29': 0, '0.29-0.33': 0, '0.33-0.37': 0, '0.37-0.41': 0, '0.41-0.45': 0, '0.45-0.49': 0, '0.49-0.54': 0, '0.54-0.58': 0, '0.58-0.62': 0, '0.62-0.66': 0, '0.66-0.70': 0, '0.70-0.74': 1, '0.74-0.79': 0, '0.79-0.83': 0, '0.83-0.87': 0, '0.87-0.91': 0, '0.91-0.95': 0, '0.95-0.99': 0, '0.99-1.04': 0, '1.04-1.08': 0, '1.08-1.12': 0, '1.12-1.16': 0, '1.16-1.20': 0}",0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9996297530453998,0.6405749336262931,5.0369526024136295,3.332204510175204,4.344198735566967,0.48744285389976927,0.0,738.1968231075857,0.7577142340059724,0.0,0.0
1274,5,2.357022603955158,0.9182958340544896,"{3.0: 0.8571428571428571, 8.0: 0.14285714285714285}","{'75.00-77.50': 2, '77.50-80.00': 1}",76.66666666666667,75,2,2.0,1,"{8: 1.0, 3: 2.0}",-2.0,0.0,2.5,"[5, -5]",0,5.0,-5,1.0,"{-5.0: 0.5, 5.0: 0.5}",0.0,1.0,5.0,10.0,"{'-5.00--4.00': 1, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 1}",0.0,0.0,2,0.5,1.8863588230702557,-0.3822555290842971,0.15873015873015872,0,20.0,23.094010767585033,1.0,eeaa,100,0.75,0.25,0.5,0.3535533905932738,2,1.5,2.0,0.9182958340544896,3,0.25,0.0,1.0,0.0,0.0,0.0,0.0,{'-0.25-0.75': 2},"{'0.25-0.62': 2, '0.62-1.00': 1}",0.7031118731190732,1.0095503382411457,0.10613752242315204,4.584962500721156,3,1,2.0272756872267325e-07,0,1,0.3333333333333333,0.0,"{'0.20-0.24': 0, '0.24-0.29': 0, '0.29-0.33': 0, '0.33-0.37': 0, '0.37-0.41': 0, '0.41-0.45': 0, '0.45-0.49': 0, '0.49-0.54': 0, '0.54-0.58': 0, '0.58-0.62': 0, '0.62-0.66': 0, '0.66-0.70': 0, '0.70-0.74': 1, '0.74-0.79': 0, '0.79-0.83': 0, '0.83-0.87': 0, '0.87-0.91': 0, '0.91-0.95': 0, '0.95-0.99': 0, '0.99-1.04': 0, '1.04-1.08': 0, '1.08-1.12': 0, '1.12-1.16': 0, '1.16-1.20': 0}",0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9996297530453998,0.6405749336262931,5.0369526024136295,3.332204510175204,4.344198735566967,0.48744285389976927,0.0,738.1968231075857,0.7577142340059724,0.0,0.0
1275,5,2.357022603955158,0.9182958340544896,"{4.0: 0.8571428571428571, 9.0: 0.14285714285714285}","{'76.00-78.50': 2, '78.50-81.00': 1}",77.66666666666667,76,2,2.0,1,"{9: 1.0, 4: 2.0}",-2.0,0.0,2.5,"[5, -5]",0,5.0,-5,1.0,"{-5.0: 0.5, 5.0: 0.5}",0.0,1.0,5.0,10.0,"{'-5.00--4.00': 1, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 1}",0.0,0.0,2,0.5,1.8863588230702557,-0.3822555290842971,0.15873015873015872,0,20.0,23.094010767585033,1.0,eeaa,100,0.75,0.25,0.5,0.3535533905932738,2,1.5,2.0,0.9182958340544896,3,0.25,0.0,1.0,0.0,0.0,0.0,0.0,{'-0.25-0.75': 2},"{'0.25-0.62': 2, '0.62-1.00': 1}",0.703111873119073,1.009550338241146,0.10613752242315203,4.584962500721156,4,1,0.0018571399129837516,0,1,0.3333333333333333,0.0,"{'0.20-0.24': 0, '0.24-0.29': 0, '0.29-0.33': 0, '0.33-0.37': 0, '0.37-0.41': 0, '0.41-0.45': 0, '0.45-0.49': 0, '0.49-0.54': 0, '0.54-0.58': 0, '0.58-0.62': 0, '0.62-0.66': 0, '0.66-0.70': 0, '0.70-0.74': 1, '0.74-0.79': 0, '0.79-0.83': 0, '0.83-0.87': 0, '0.87-0.91': 0, '0.91-0.95': 0, '0.95-0.99': 0, '0.99-1.04': 0, '1.04-1.08': 0, '1.08-1.12': 0, '1.12-1.16': 0, '1.16-1.20': 0}",0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9996297530453998,0.6405749336262931,5.0369526024136295,3.332204510175204,4.344198735566967,0.48744285389976927,0.0,738.1968231075857,0.7577142340059724,0.0,0.0
1276,4,1.8856180831641267,0.9182958340544896,"{2.0: 0.8571428571428571, 6.0: 0.14285714285714285}","{'74.00-76.00': 2, '76.00-78.00': 1}",75.33333333333333,74,2,2.0,0,"{2: 2.0, 6: 1.0}",-2.0,0.0,2.0,"[4, -4]",0,4.0,-4,1.0,"{-4.0: 0.5, 4.0: 0.5}",0.0,1.0,4.0,8.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 1}",0.0,0.0,2,0.5,1.5090870584562046,-0.3822555290842971,0.12698412698412698,0,16.0,18.475208614068023,1.0,eeaa,100,0.75,0.25,0.5,0.3535533905932738,2,1.5,2.0,0.9182958340544896,3,0.25,0.0,1.0,0.0,0.0,0.0,0.0,{'-0.25-0.75': 2},"{'0.25-0.62': 2, '0.62-1.00': 1}",0.7352604648738276,1.3837893082629786,0.13810495622831886,4.584962500721156,2,1,0.00030918224458551836,0,1,0.3333333333333333,0.0,"{'0.24-0.28': 0, '0.28-0.32': 0, '0.32-0.36': 0, '0.36-0.40': 0, '0.40-0.44': 0, '0.44-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 0, '0.57-0.61': 0, '0.61-0.65': 0, '0.65-0.69': 0, '0.69-0.74': 0, '0.74-0.78': 1, '0.78-0.82': 0, '0.82-0.86': 0, '0.86-0.90': 0, '0.90-0.94': 0, '0.94-0.99': 0, '0.99-1.03': 0, '1.03-1.07': 0, '1.07-1.11': 0, '1.11-1.15': 0, '1.15-1.19': 0, '1.19-1.24': 0}",0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9992534218771177,0.5710885287924562,6.493753839851686,3.8918202981106265,5.401885689438225,0.461129823736901,0.0,765.5365437654232,0.7762305503420718,0.0,0.0
1277,4,1.8856180831641267,0.9182958340544896,"{3.0: 0.8571428571428571, 7.0: 0.14285714285714285}","{'75.00-77.00': 2, '77.00-79.00': 1}",76.33333333333333,75,2,2.0,0,"{7: 1.0, 3: 2.0}",-2.0,0.0,2.0,"[4, -4]",0,4.0,-4,1.0,"{-4.0: 0.5, 4.0: 0.5}",0.0,1.0,4.0,8.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 1}",0.0,0.0,2,0.5,1.5090870584562046,-0.3822555290842971,0.12698412698412698,0,16.0,18.475208614068023,1.0,eeaa,100,0.75,0.25,0.5,0.3535533905932738,2,1.5,2.0,0.9182958340544896,3,0.25,0.0,1.0,0.0,0.0,0.0,0.0,{'-0.25-0.75': 2},"{'0.25-0.62': 2, '0.62-1.00': 1}",0.7352604648738278,1.383789308262979,0.13810495622831892,4.584962500721156,3,1,0.00021449109761167187,0,1,0.3333333333333333,0.0,"{'0.24-0.28': 0, '0.28-0.32': 0, '0.32-0.36': 0, '0.36-0.40': 0, '0.40-0.44': 0, '0.44-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 0, '0.57-0.61': 0, '0.61-0.65': 0, '0.65-0.69': 0, '0.69-0.74': 0, '0.74-0.78': 1, '0.78-0.82': 0, '0.82-0.86': 0, '0.86-0.90': 0, '0.90-0.94': 0, '0.94-0.99': 0, '0.99-1.03': 0, '1.03-1.07': 0, '1.07-1.11': 0, '1.11-1.15': 0, '1.15-1.19': 0, '1.19-1.24': 0}",0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9992534218771177,0.5710885287924562,6.493753839851686,3.8918202981106265,5.401885689438225,0.461129823736901,0.0,765.5365437654232,0.7762305503420718,0.0,0.0
1278,4,1.8856180831641267,0.9182958340544896,"{4.0: 0.8571428571428571, 8.0: 0.14285714285714285}","{'76.00-78.00': 2, '78.00-80.00': 1}",77.33333333333333,76,2,2.0,0,"{4: 2.0, 8: 1.0}",-2.0,0.0,2.0,"[4, -4]",0,4.0,-4,1.0,"{-4.0: 0.5, 4.0: 0.5}",0.0,1.0,4.0,8.0,"{'-4.00--3.00': 1, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 1}",0.0,0.0,2,0.5,1.5090870584562046,-0.3822555290842971,0.12698412698412698,0,16.0,18.475208614068023,1.0,eeaa,100,0.75,0.25,0.5,0.3535533905932738,2,1.5,2.0,0.9182958340544896,3,0.25,0.0,1.0,0.0,0.0,0.0,0.0,{'-0.25-0.75': 2},"{'0.25-0.62': 2, '0.62-1.00': 1}",0.7352604648738277,1.3837893082629789,0.1381049562283189,4.584962500721156,4,1,6.320442963837547e-05,0,1,0.3333333333333333,0.0,"{'0.24-0.28': 0, '0.28-0.32': 0, '0.32-0.36': 0, '0.36-0.40': 0, '0.40-0.44': 0, '0.44-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 0, '0.57-0.61': 0, '0.61-0.65': 0, '0.65-0.69': 0, '0.69-0.74': 0, '0.74-0.78': 1, '0.78-0.82': 0, '0.82-0.86': 0, '0.86-0.90': 0, '0.90-0.94': 0, '0.94-0.99': 0, '0.99-1.03': 0, '1.03-1.07': 0, '1.07-1.11': 0, '1.11-1.15': 0, '1.15-1.19': 0, '1.19-1.24': 0}",0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9992534218771177,0.5710885287924562,6.493753839851686,3.8918202981106265,5.401885689438225,0.461129823736901,0.0,765.5365437654232,0.7762305503420718,0.0,0.0
1279,6,2.8284271247461903,0.9182958340544896,"{2.0: 0.8571428571428571, 8.0: 0.14285714285714285}","{'74.00-77.00': 2, '77.00-80.00': 1}",76.0,74,2,2.0,0,"{2: 2.0, 8: 1.0}",-2.0,0.0,3.0,"[6, -6]",0,6.0,-6,1.0,"{-6.0: 0.5, 6.0: 0.5}",0.0,1.0,6.0,12.0,"{'-6.00--5.00': 1, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 0, '5.00-6.00': 1}",0.0,0.0,2,0.5,2.2636305876843066,-0.3822555290842971,0.19047619047619047,0,24.0,27.712812921102035,1.0,eeaa,100,0.75,0.25,0.5,0.3535533905932738,2,1.5,2.0,0.9182958340544896,3,0.25,0.0,1.0,0.0,0.0,0.0,0.0,{'-0.25-0.75': 2},"{'0.25-0.62': 2, '0.62-1.00': 1}",0.5290660487916085,1.0715180245692804,0.15349786607980467,4.584962500721156,2,0,2.4212779019230103e-06,0,0,0.0,0.0,"{'0.03-0.07': 0, '0.07-0.11': 0, '0.11-0.15': 0, '0.15-0.20': 0, '0.20-0.24': 0, '0.24-0.28': 0, '0.28-0.32': 0, '0.32-0.36': 0, '0.36-0.40': 0, '0.40-0.45': 0, '0.45-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 1, '0.57-0.61': 0, '0.61-0.65': 0, '0.65-0.70': 0, '0.70-0.74': 0, '0.74-0.78': 0, '0.78-0.82': 0, '0.82-0.86': 0, '0.86-0.90': 0, '0.90-0.95': 0, '0.95-0.99': 0, '0.99-1.03': 0}",0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9989130187064461,0.6496383777350544,4.634728988229636,3.332204510175204,4.0091255029837525,0.4707115540934895,0.0,748.3617472937515,0.7685693814186769,0.0,0.0
1280,6,2.8284271247461903,0.9182958340544896,"{3.0: 0.8571428571428571, 9.0: 0.14285714285714285}","{'75.00-78.00': 2, '78.00-81.00': 1}",77.0,75,2,2.0,0,"{9: 1.0, 3: 2.0}",-2.0,0.0,3.0,"[6, -6]",0,6.0,-6,1.0,"{-6.0: 0.5, 6.0: 0.5}",0.0,1.0,6.0,12.0,"{'-6.00--5.00': 1, '-5.00--4.00': 0, '-4.00--3.00': 0, '-3.00--2.00': 0, '-2.00--1.00': 0, '-1.00-0.00': 0, '0.00-1.00': 0, '1.00-2.00': 0, '2.00-3.00': 0, '3.00-4.00': 0, '4.00-5.00': 0, '5.00-6.00': 1}",0.0,0.0,2,0.5,2.2636305876843066,-0.3822555290842971,0.19047619047619047,0,24.0,27.712812921102035,1.0,eeaa,100,0.75,0.25,0.5,0.3535533905932738,2,1.5,2.0,0.9182958340544896,3,0.25,0.0,1.0,0.0,0.0,0.0,0.0,{'-0.25-0.75': 2},"{'0.25-0.62': 2, '0.62-1.00': 1}",0.5290660487916085,1.0715180245692801,0.15349786607980467,4.584962500721156,3,0,4.525324628198537e-06,0,0,0.0,0.0,"{'0.03-0.07': 0, '0.07-0.11': 0, '0.11-0.15': 0, '0.15-0.20': 0, '0.20-0.24': 0, '0.24-0.28': 0, '0.28-0.32': 0, '0.32-0.36': 0, '0.36-0.40': 0, '0.40-0.45': 0, '0.45-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 1, '0.57-0.61': 0, '0.61-0.65': 0, '0.65-0.70': 0, '0.70-0.74': 0, '0.74-0.78': 0, '0.78-0.82': 0, '0.82-0.86': 0, '0.86-0.90': 0, '0.90-0.95': 0, '0.95-0.99': 0, '0.99-1.03': 0}",0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,0.9989130187064461,0.6496383777350544,4.634728988229636,3.332204510175204,4.0091255029837525,0.4707115540934895,0.0,748.3617472937515,0.7685693814186769,0.0,0.0
